bound,length,time(ms),swaps,jumps,partsSorted?,array
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 235443
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 235444
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 235445
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 235446
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 235451
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 235452
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 235453
6.0, 6.0, 1.0E-4, 1.0, 14.0, product, 235454
6.0, 6.0, 7.0E-4, 1.0, 19.0, product, 235455
6.0, 6.0, 3.0E-4, 1.0, 19.0, product, 235456
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 235461
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 235462
6.0, 6.0, 1.0E-4, 2.0, 19.0, product, 235463
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 235464
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 235465
6.0, 6.0, 2.0E-4, 1.0, 19.0, product, 235466
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 235511
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 235512
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 235513
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 235514
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 235515
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 235516
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 235521
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 235522
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 235523
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 235524
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 235525
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 235526
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 235531
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 235532
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 235533
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 235534
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 235535
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 235536
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 235541
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 235542
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 235543
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 235544
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 235545
6.0, 6.0, 1.0E-4, 1.0, 14.0, product, 235546
6.0, 6.0, 6.0E-4, 3.0, 19.0, product, 235551
6.0, 6.0, 7.0E-4, 2.0, 14.0, product, 235552
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 235553
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 235554
6.0, 6.0, 4.0E-4, 0.0, 14.0, product, 235555
6.0, 6.0, 2.0E-4, 0.0, 14.0, product, 235556
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 235561
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 235562
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 235563
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 235564
6.0, 6.0, 3.0E-4, 1.0, 19.0, product, 235565
6.0, 6.0, 4.0E-4, 0.0, 14.0, product, 235566
6.0, 6.0, 3.0E-4, 6.0, 19.0, product, 235611
6.0, 6.0, 4.0E-4, 6.0, 19.0, product, 235612
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 235613
6.0, 6.0, 4.0E-4, 6.0, 19.0, product, 235614
6.0, 6.0, 4.0E-4, 4.0, 14.0, product, 235615
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 235616
6.0, 6.0, 4.0E-4, 6.0, 19.0, product, 235621
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 235622
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 235623
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 235624
6.0, 6.0, 4.0E-4, 3.0, 14.0, product, 235625
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 235626
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 235631
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 235632
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 235633
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 235634
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 235635
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 235636
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 235641
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 235642
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 235643
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 235644
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 235645
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 235646
6.0, 6.0, 5.0E-4, 4.0, 19.0, product, 235651
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 235652
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 235653
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 235654
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 235655
6.0, 6.0, 4.0E-4, 1.0, 19.0, product, 235656
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 235661
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 235662
6.0, 6.0, 5.0E-4, 2.0, 14.0, product, 235663
6.0, 6.0, 8.0E-4, 2.0, 14.0, product, 235664
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 235665
6.0, 6.0, 2.0E-4, 0.0, 14.0, product, 235666
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 236111
6.0, 6.0, 3.0E-4, 5.0, 14.0, product, 236112
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 236113
6.0, 6.0, 3.0E-4, 6.0, 19.0, product, 236114
6.0, 6.0, 2.0E-4, 6.0, 19.0, product, 236115
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 236116
6.0, 6.0, 3.0E-4, 4.0, 14.0, product, 236121
6.0, 6.0, 3.0E-4, 4.0, 14.0, product, 236122
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 236123
6.0, 6.0, 4.0E-4, 5.0, 19.0, product, 236124
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 236125
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236126
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236131
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 236132
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 236133
6.0, 6.0, 3.0E-4, 4.0, 14.0, product, 236134
6.0, 6.0, 4.0E-4, 4.0, 14.0, product, 236135
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 236136
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 236141
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 236142
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 236143
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236144
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 236145
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 236146
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236151
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 236152
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 236153
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 236154
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 236155
6.0, 6.0, 1.0E-4, 4.0, 19.0, product, 236156
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236161
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236162
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 236163
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 236164
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 236165
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236166
6.0, 6.0, 2.0E-4, 4.0, 14.0, product, 236211
6.0, 6.0, 2.0E-4, 4.0, 14.0, product, 236212
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 236213
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 236214
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 236215
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236216
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236221
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 236222
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236223
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236224
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 236225
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236226
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236231
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 236232
6.0, 6.0, 8.0E-4, 2.0, 14.0, product, 236233
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 236234
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 236235
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236236
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 236241
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236242
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 236243
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236244
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 236245
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236246
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236251
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236252
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236253
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 236254
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 236255
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236256
6.0, 6.0, 5.0E-4, 4.0, 19.0, product, 236261
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 236262
6.0, 6.0, 8.0E-4, 2.0, 14.0, product, 236263
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 236264
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 236265
6.0, 6.0, 7.0E-4, 2.0, 19.0, product, 236266
6.0, 6.0, 3.0E-4, 4.0, 14.0, product, 236311
6.0, 6.0, 3.0E-4, 4.0, 14.0, product, 236312
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 236313
6.0, 6.0, 2.0E-4, 4.0, 14.0, product, 236314
6.0, 6.0, 2.0E-4, 4.0, 14.0, product, 236315
6.0, 6.0, 1.0E-4, 3.0, 14.0, product, 236316
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236321
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 236322
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236323
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 236324
6.0, 6.0, 1.0E-4, 3.0, 14.0, product, 236325
6.0, 6.0, 1.0E-4, 2.0, 14.0, product, 236326
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236331
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 236332
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 236333
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236334
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236335
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 236336
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 236341
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236342
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236343
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 236344
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 236345
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 236346
6.0, 6.0, 8.0E-4, 3.0, 19.0, product, 236351
6.0, 6.0, 5.0E-4, 2.0, 14.0, product, 236352
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 236353
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 236354
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 236355
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 236356
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236361
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236362
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236363
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 236364
6.0, 6.0, 5.0E-4, 2.0, 19.0, product, 236365
6.0, 6.0, 4.0E-4, 1.0, 19.0, product, 236366
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 236411
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 236412
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236413
6.0, 6.0, 3.0E-4, 4.0, 14.0, product, 236414
6.0, 6.0, 3.0E-4, 4.0, 14.0, product, 236415
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 236416
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 236421
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236422
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 236423
6.0, 6.0, 4.0E-4, 3.0, 14.0, product, 236424
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 236425
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236426
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 236431
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236432
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 236433
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236434
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236435
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236436
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 236441
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236442
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 236443
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236444
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236445
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236446
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 236451
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236452
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236453
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236454
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 236455
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 236456
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236461
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236462
6.0, 6.0, 1.0E-4, 1.0, 14.0, product, 236463
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236464
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 236465
6.0, 6.0, 3.0E-4, 1.0, 19.0, product, 236466
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 236511
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 236512
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236513
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 236514
6.0, 6.0, 4.0E-4, 4.0, 14.0, product, 236515
6.0, 6.0, 5.0E-4, 3.0, 14.0, product, 236516
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 236521
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236522
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 236523
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 236524
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 236525
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236526
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236531
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236532
6.0, 6.0, 4.0E-4, 2.0, 19.0, product, 236533
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 236534
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236535
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 236536
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 236541
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 236542
6.0, 6.0, 4.0E-4, 2.0, 19.0, product, 236543
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 236544
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 236545
6.0, 6.0, 3.0E-4, 1.0, 14.0, product, 236546
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 236551
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236552
6.0, 6.0, 4.0E-4, 1.0, 14.0, product, 236553
6.0, 6.0, 4.0E-4, 1.0, 14.0, product, 236554
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236555
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236556
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236561
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 236562
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236563
6.0, 6.0, 1.0E-4, 1.0, 14.0, product, 236564
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236565
6.0, 6.0, 2.0E-4, 1.0, 19.0, product, 236566
6.0, 6.0, 4.0E-4, 5.0, 19.0, product, 236611
6.0, 6.0, 5.0E-4, 5.0, 19.0, product, 236612
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 236613
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 236614
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 236615
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 236616
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 236621
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236622
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 236623
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 236624
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236625
6.0, 6.0, 8.0E-4, 2.0, 14.0, product, 236626
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 236631
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236632
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 236633
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236634
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236635
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236636
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 236641
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236642
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 236643
6.0, 6.0, 3.0E-4, 2.0, 19.0, product, 236644
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236645
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236646
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 236651
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236652
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 236653
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 236654
6.0, 6.0, 2.0E-4, 2.0, 19.0, product, 236655
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236656
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 236661
6.0, 6.0, 1.0E-4, 2.0, 14.0, product, 236662
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236663
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236664
6.0, 6.0, 2.0E-4, 1.0, 14.0, product, 236665
6.0, 6.0, 2.0E-4, 0.0, 14.0, product, 236666
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 241111
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 241112
6.0, 6.0, 2.0E-4, 4.0, 14.0, product, 241113
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 241114
6.0, 6.0, 1.0E-4, 3.0, 14.0, product, 241115
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 241116
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 241121
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241122
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 241123
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241124
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241125
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241126
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 241131
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241132
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 241133
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 241134
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 241135
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 241136
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 241141
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241142
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 241143
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241144
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241145
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241146
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241151
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 241152
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 241153
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 241154
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241155
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241156
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241161
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 241162
6.0, 6.0, 2.0E-4, 5.0, 19.0, product, 241163
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 241164
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 241165
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241166
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 241211
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241212
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 241213
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241214
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241215
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241216
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 241221
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 241222
6.0, 6.0, 5.0E-4, 3.0, 14.0, product, 241223
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 241224
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 241225
6.0, 6.0, 1.0E-4, 2.0, 14.0, product, 241226
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 241231
6.0, 6.0, 1.0E-4, 2.0, 14.0, product, 241232
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 241233
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 241234
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 241235
6.0, 6.0, 1.0E-4, 3.0, 14.0, product, 241236
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 241241
6.0, 6.0, 1.0E-4, 2.0, 14.0, product, 241242
6.0, 6.0, 2.0E-4, 3.0, 14.0, product, 241243
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 241244
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 241245
6.0, 6.0, 5.0E-4, 2.0, 14.0, product, 241246
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 241251
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241252
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 241253
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 241254
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 241255
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 241256
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241261
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241262
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 241263
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241264
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241265
6.0, 6.0, 7.0E-4, 2.0, 14.0, product, 241266
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 241311
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 241312
6.0, 6.0, 4.0E-4, 4.0, 19.0, product, 241313
6.0, 6.0, 8.0E-4, 3.0, 19.0, product, 241314
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241315
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241316
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241321
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 241322
6.0, 6.0, 3.0E-4, 3.0, 14.0, product, 241323
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 241324
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 241325
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 241326
6.0, 6.0, 3.0E-4, 2.0, 14.0, product, 241331
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 241332
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 241333
6.0, 6.0, 5.0E-4, 3.0, 19.0, product, 241334
6.0, 6.0, 5.0E-4, 3.0, 19.0, product, 241335
6.0, 6.0, 6.0E-4, 3.0, 19.0, product, 241336
6.0, 6.0, 4.0E-4, 2.0, 14.0, product, 241341
6.0, 6.0, 0.001, 2.0, 14.0, product, 241342
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241343
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241344
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241345
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241346
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241351
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241352
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 241353
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 241354
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241355
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241356
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241361
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241362
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 241363
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 241364
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 241365
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241366
6.0, 6.0, 4.0E-4, 3.0, 19.0, product, 241411
6.0, 6.0, 3.0E-4, 4.0, 19.0, product, 241412
6.0, 6.0, 3.0E-4, 5.0, 19.0, product, 241413
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241414
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241415
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241416
6.0, 6.0, 3.0E-4, 3.0, 19.0, product, 241421
6.0, 6.0, 2.0E-4, 3.0, 19.0, product, 241422
6.0, 6.0, 2.0E-4, 4.0, 19.0, product, 241423
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 241424
6.0, 6.0, 2.0E-4, 2.0, 14.0, product, 241425
